angle,fps
140.09935,728.91956
140.19936,728.03314
140.29936,728.1692
140.39937,744.5261
140.49937,741.6979
140.59938,730.22833
140.69939,732.7295
140.7994,738.7985
140.8994,739.172
140.9994,737.7558
141.09941,739.6833
141.19942,740.6386
141.29942,741.9028
141.39943,743.0684
141.49944,744.6072
141.59944,760.55444
141.69945,761.50134
141.79945,758.41394
141.89946,738.61414
141.99947,742.28577
142.09947,740.37537
142.19948,739.30225
142.29948,740.95715
142.39949,740.98553
142.4995,742.69226
142.5995,744.241
142.69951,746.713
142.79951,744.83435
142.89952,766.4354
142.99953,764.5292
143.09953,746.09784
143.19954,745.3223
143.29955,745.5188
143.39955,747.5245
143.49956,747.4941
143.59956,746.826
143.69957,743.3856
143.79958,742.95404
143.89958,741.1752
143.99959,741.4805
144.0996,762.6371
144.1996,761.78094
144.2996,758.2926
144.39961,742.2592
144.49962,741.2637
144.59962,741.4753
144.69963,744.7571
144.79964,746.83997
144.89964,747.9607
144.99965,745.9346
145.09966,742.84753
145.19966,747.5745
145.29967,747.21643
145.39967,758.62164
145.49968,757.4842
145.59969,756.2319
145.69969,740.086
145.7997,741.0275
145.8997,741.25916
145.99971,743.0151
146.09972,743.7193
146.19972,740.9219
146.29973,744.7068
146.39973,748.55066
146.49974,746.84845
146.59975,747.5797
146.69975,762.7592
146.79976,740.29553
146.89977,739.75903
146.99977,739.14343
147.09978,740.5447
147.19978,741.8594
147.29979,739.4408
147.3998,739.88446
147.4998,741.7884
147.59981,739.9557
147.69981,744.9508
147.79982,765.3564
147.89983,764.99164
147.99983,759.7874
148.09984,744.0355
148.19984,744.6597
148.29985,745.2181
148.39986,744.41724
148.49986,746.10034
148.59987,747.63776
148.69987,744.89026
148.79988,742.6147
148.89989,744.3856
148.9999,751.11163
149.0999,764.9047
149.1999,762.79675
149.29991,745.2048
149.39992,747.07947
149.49992,745.28674
149.59993,744.9994
149.69994,747.9814
149.79994,752.26624
149.89995,752.829
149.99995,750.5374
150.09996,755.1473
150.19997,756.8124
150.29997,772.02594
150.39998,771.50336
150.49998,766.74097
150.59999,752.0879
150.7,750.5563
150.8,746.5176
150.90001,750.0808
151.00002,753.0068
151.10002,750.24304
151.20003,747.9375
151.30003,749.68835
151.40004,750.32117
151.50005,756.2772
151.60005,773.8375
151.70006,772.53284
151.80006,757.37933
151.90007,752.6696
152.00008,751.8319
152.10008,753.3002
152.20009,757.8531
152.3001,759.56793
152.4001,757.88135
152.5001,763.31494
152.60011,763.9686
152.70012,764.28613
152.80013,779.9757
152.90013,777.81433
153.00014,778.85364
153.10014,759.4555
153.20015,756.3894
153.30016,755.3197
153.40016,755.9115
153.50017,747.5778
153.60017,744.8154
153.70018,746.0169
153.80019,743.74994
153.90019,743.3104
154.0002,746.5633
154.1002,763.2161
154.20021,764.3649
154.30022,750.7238
154.40022,753.7288
154.50023,755.2799
154.60023,756.36505
154.70024,753.672
154.80025,760.96576
154.90025,765.4743
155.00026,756.5107
155.10027,767.0986
155.20027,767.15784
155.30028,779.7868
155.40028,778.4885
155.50029,780.59375
155.6003,761.5957
155.7003,764.57434
155.80031,762.9953
155.90031,759.65186
156.00032,773.0273
156.10033,765.444
156.20033,767.054
156.30034,768.213
156.40034,770.667
156.50035,772.48425
156.60036,793.02795
156.70036,792.61
156.80037,782.78357
156.90038,767.97687
157.00038,761.50586
157.10039,765.4159
157.2004,768.1
157.3004,772.9081
157.4004,768.6639
157.50041,768.64484
157.60042,772.4066
157.70042,772.28076
157.80043,781.68304
157.90044,800.07385
158.00044,799.42896
158.10045,791.2846
158.20045,768.87976
158.30046,768.4238
158.40047,764.67566
158.50047,760.63477
158.60048,756.97955
158.70049,753.693
158.80049,753.345
158.9005,753.1598
159.0005,753.6786
159.10051,764.4076
159.20052,787.8431
159.30052,788.34546
159.40053,786.5739
159.50053,776.5004
159.60054,779.807
159.70055,785.33435
159.80055,788.5251
159.90056,792.4223
160.00056,793.01184
160.10057,789.82385
160.20058,788.02075
160.30058,787.0285
160.40059,794.9917
160.5006,810.3562
160.6006,806.89307
160.7006,809.2712
160.80061,789.88965
160.90062,790.491
161.00063,793.0412
161.10063,791.8475
161.20064,787.76654
161.30064,790.29034
161.40065,794.0584
161.50066,794.9183
161.60066,797.75305
161.70067,798.38367
161.80067,822.0419
161.90068,818.3206
162.00069,817.1476
162.1007,798.4147
162.2007,786.13806
162.3007,784.6731
162.40071,782.7853
162.50072,783.0199
162.60072,784.14124
162.70073,782.64746
162.80074,781.2001
162.90074,786.4568
163.00075,786.79517
163.10075,805.4562
163.20076,827.1951
163.30077,828.71545
163.40077,809.7256
163.50078,812.0414
163.60078,812.28326
163.70079,810.51013
163.8008,810.71185
163.9008,809.6542
164.00081,812.925
164.10081,815.4132
164.20082,812.59393
164.30083,814.0787
164.40083,828.81024
164.50084,830.47003
164.60085,825.9919
164.70085,821.98376
164.80086,801.7196
164.90086,805.5884
165.00087,805.6388
165.10088,805.917
165.20088,807.81635
165.30089,809.4518
165.4009,815.4037
165.5009,812.7257
165.6009,819.6139
165.70091,824.4619
165.80092,848.44824
165.90092,844.23975
166.00093,843.00946
166.10094,841.3408
166.20094,821.8366
166.30095,820.4167
166.40096,822.4718
166.50096,824.7453
166.60097,824.09
166.70097,827.7925
166.80098,824.8444
166.90099,827.87225
167.00099,826.0687
167.101,828.6545
167.201,847.4567
167.30101,848.7801
167.40102,848.3395
167.50102,825.7664
167.60103,828.0667
167.70103,827.4531
167.80104,828.04675
167.90105,831.5923
168.00105,834.124
168.10106,834.52527
168.20107,836.77893
168.30107,832.28186
168.40108,838.8649
168.50108,862.16144
168.60109,861.29376
168.7011,863.2294
168.8011,867.2905
168.90111,841.319
169.00111,843.77734
169.10112,844.7459
169.20113,848.09033
169.30113,851.8366
169.40114,846.6043
169.50114,845.263
169.60115,842.3397
169.70116,842.70544
169.80116,838.8683
169.90117,860.9987
170.00117,859.47754
170.10118,861.71454
170.20119,858.1312
170.3012,836.5814
170.4012,834.759
170.5012,838.1821
170.60121,840.763
170.70122,838.6798
170.80122,839.41016
170.90123,837.2902
171.00124,841.26526
171.10124,838.46484
171.20125,836.4715
171.30125,857.6002
171.40126,859.5638
171.50127,857.78845
171.60127,856.92267
171.70128,833.38654
171.80128,835.5387
171.90129,838.14014
172.0013,833.7516
172.1013,835.8215
172.20131,832.1964
172.30132,835.54553
172.40132,834.16876
172.50133,834.80334
172.60133,835.92175
172.70134,857.96124
172.80135,855.7501
172.90135,854.379
173.00136,856.6548
173.10136,833.1017
173.20137,837.5377
173.30138,832.41296
173.40138,830.3871
173.50139,832.18085
173.6014,835.27747
173.7014,840.05145
173.8014,839.23535
173.90141,841.8459
174.00142,839.347
174.10143,863.6849
174.20143,864.34924
174.30144,862.65314
174.40144,872.0062
174.50145,846.8031
174.60146,843.30585
174.70146,840.1673
174.80147,835.7799
174.90147,838.1338
175.00148,840.4581
175.10149,838.57385
175.20149,837.2196
175.3015,842.1912
175.4015,835.6642
175.50151,858.6644
175.60152,859.7337
175.70152,861.1083
175.80153,867.33167
175.90154,841.50995
176.00154,837.15283
176.10155,839.91534
176.20155,840.43896
176.30156,839.8075
176.40157,830.9995
176.50157,829.19836
176.60158,823.0036
176.70158,822.5529
176.80159,823.0529
176.9016,839.71857
177.0016,849.19696
177.10161,843.9784
177.20161,846.5737
177.30162,824.08673
177.40163,838.0233
177.50163,837.8286
177.60164,843.117
177.70164,843.7795
177.80165,843.21173
177.90166,846.5319
178.00166,839.75226
178.10167,841.2306
178.20168,842.63995
178.30168,860.00354
178.40169,860.3428
178.5017,860.5737
178.6017,857.06757
178.7017,835.6271
178.80171,834.6603
178.90172,839.9418
179.00172,841.2077
179.10173,840.7379
179.20174,836.58905
179.30174,838.68933
179.40175,832.0625
179.50175,832.2075
179.60176,826.2507
179.70177,848.0646
179.80177,847.65466
179.90178,844.65295
180.00179,834.0036
180.10179,816.62555
180.2018,814.0591
180.3018,816.613
180.40181,818.02234
180.50182,815.6786
180.60182,823.9137
180.70183,820.7002
180.80183,819.93506
180.90184,812.8186
181.00185,822.4507
181.10185,839.24347
181.20186,834.9611
181.30186,834.317
181.40187,828.3384
181.50188,809.196
181.60188,813.12286
181.70189,813.3577
181.8019,812.45184
181.9019,818.5223
182.0019,818.2516
182.10191,821.1481
182.20192,822.01447
182.30193,826.9637
182.40193,830.5792
182.50194,851.7759
182.60194,844.31433
182.70195,846.9652
182.80196,829.9791
182.90196,817.5292
183.00197,814.2749
183.10197,813.8973
183.20198,819.1454
183.30199,811.57874
183.402,817.76013
183.502,815.4048
183.602,817.5785
183.70201,818.2135
183.80202,835.38214
183.90202,846.44305
184.00203,847.91956
184.10204,847.0707
184.20204,824.01465
184.30205,828.79034
184.40205,811.109
184.50206,813.8773
184.60207,815.32477
184.70207,812.3399
184.80208,808.68787
184.90208,807.6515
185.00209,815.63965
185.1021,814.47595
185.2021,837.6808
185.30211,835.1364
185.40211,846.81824
185.50212,840.6455
185.60213,819.91406
185.70213,819.6346
185.80214,823.2233
185.90215,825.4743
186.00215,817.83
186.10216,817.22455
186.20216,812.2462
186.30217,818.0589
186.40218,820.2843
186.50218,823.75696
186.60219,843.9007
186.7022,844.3602
186.8022,842.6882
186.9022,822.2484
187.00221,825.6058
187.10222,824.1395
187.20222,832.68884
187.30223,826.99036
187.40224,822.01025
187.50224,826.7833
187.60225,827.7264
187.70226,827.85657
187.80226,832.22473
187.90227,852.57764
188.00227,851.2118
188.10228,852.77014
188.20229,851.0326
188.30229,829.7948
188.4023,835.1164
188.5023,830.95526
188.60231,832.6706
188.70232,829.4844
188.80232,823.99866
188.90233,825.1868
189.00233,823.0545
189.10234,822.43536
189.20235,820.9365
189.30235,837.65497
189.40236,835.7457
189.50237,834.3962
189.60237,821.09393
189.70238,803.98254
189.80238,806.4645
189.90239,802.62054
190.0024,805.4603
190.1024,795.07526
190.20241,803.91113
190.30241,810.1044
190.40242,809.02795
190.50243,811.24567
190.60243,819.71875
190.70244,835.4705
190.80244,831.77356
190.90245,832.6378
191.00246,807.8486
191.10246,817.9899
191.20247,806.4483
191.30247,806.7762
191.40248,805.5107
191.50249,803.23944
191.6025,802.80927
191.7025,804.58704
191.8025,808.00616
191.90251,809.711
192.00252,830.2378
192.10252,828.6708
192.20253,830.1994
192.30254,823.5378
192.40254,804.6661
192.50255,805.3345
192.60255,812.6009
192.70256,809.4077
192.80257,809.91626
192.90257,806.9352
193.00258,808.7034
193.10258,808.2844
193.20259,808.56335
193.3026,813.531
193.4026,830.51385
193.50261,829.43243
193.60262,823.3464
193.70262,803.8029
193.80263,790.49854
193.90263,788.44116
194.00264,787.46796
194.10265,788.8747
194.20265,788.8747
194.30266,787.9362
194.40266,789.51636
194.50267,790.9877
194.60268,790.8434
194.70268,813.893
194.80269,824.00226
194.9027,825.6716
195.0027,804.3268
195.1027,800.8
195.20271,796.5615
195.30272,799.02954
195.40273,801.3253
195.50273,800.24036
195.60274,797.7528
195.70274,800.51306
195.80275,801.55725
195.90276,802.0934
196.00276,820.41077
196.10277,821.11346
196.20277,825.73865
196.30278,815.4023
196.40279,795.9024
196.50279,795.61566
196.6028,798.55835
196.7028,793.8048
196.80281,793.8447
196.90282,795.78485
197.00282,798.62585
197.10283,803.52747
197.20284,801.85913
197.30284,808.7751
197.40285,827.27655
197.50285,829.021
197.60286,826.08484
197.70287,808.2842
197.80287,811.05206
197.90288,811.1653
198.00288,808.97205
198.10289,806.10095
198.2029,804.1986
198.3029,810.5464
198.40291,809.089
198.50291,807.2782
198.60292,811.8617
198.70293,832.932
198.80293,828.22034
198.90294,830.35675
199.00294,827.4909
199.10295,808.5372
199.20296,813.93365
199.30296,806.1144
199.40297,807.0438
199.50298,807.5042
199.60298,808.68854
199.70299,807.59705
199.803,810.8397
199.903,807.5294
200.003,811.027
200.10301,834.80237
200.20302,834.2747
200.30302,834.6678
200.40303,813.14514
200.50304,815.3359
200.60304,813.67847
200.70305,814.8828
200.80305,815.2348
200.90306,814.8303
201.00307,817.9713
201.10307,814.3698
201.20308,813.48334
201.30309,812.04956
201.40309,837.45966
201.5031,835.91815
201.6031,834.6263
201.70311,826.34894
201.80312,807.51666
201.90312,808.574
202.00313,779.97156
202.10313,778.63074
202.20314,777.3454
202.30315,781.3762
202.40315,778.30743
202.50316,774.8148
202.60316,778.24115
202.70317,785.6795
202.80318,803.5999
202.90318,803.25146
203.00319,823.6263
203.1032,805.4794
203.2032,803.06824
203.3032,801.3851
203.40321,800.5052
203.50322,802.9811
203.60323,794.169
203.70323,786.83997
203.80324,789.37726
203.90324,787.7641
204.00325,792.75116
204.10326,810.53143
204.20326,803.4621
204.30327,798.0502
204.40327,778.7831
204.50328,779.9636
204.60329,783.25354
204.7033,788.5366
204.8033,783.0886
204.9033,779.60596
205.00331,782.33435
205.10332,782.3211
205.20332,787.20154
205.30333,789.0691
205.40334,806.1059
205.50334,804.5547
205.60335,804.0001
205.70335,782.76056
205.80336,782.16565
205.90337,785.1771
206.00337,781.1274
206.10338,777.8603
206.20338,784.3201
206.30339,786.1486
206.4034,785.75134
206.5034,784.1938
206.60341,783.76196
206.70341,797.7666
206.80342,807.07947
206.90343,805.0153
207.00343,785.28796
207.10344,787.682
207.20345,783.5287
207.30345,778.79456
207.40346,781.1306
207.50346,781.67316
207.60347,780.49207
207.70348,783.6545
207.80348,773.62714
207.90349,773.88495
208.0035,789.87085
208.1035,788.4171
208.2035,779.91833
208.30351,761.8997
208.40352,762.9116
208.50352,759.6566
208.60353,762.1075
208.70354,760.7245
208.80354,760.1369
208.90355,756.76654
209.00356,760.1384
209.10356,759.8825
209.20357,766.44073
209.30357,785.4915
209.40358,780.64215
209.50359,763.58844
209.60359,759.4329
209.7036,758.65027
209.8036,760.58514
209.90361,761.6169
210.00362,759.9948
210.10362,758.68567
210.20363,756.7233
210.30363,756.49084
210.40364,754.4989
210.50365,771.36975
210.60365,769.96045
210.70366,772.2748
210.80367,752.10046
210.90367,749.16833
211.00368,749.63367
211.10368,747.0966
211.20369,748.92224
211.3037,749.43054
211.4037,750.67474
211.50371,750.6101
211.60371,751.2878
211.70372,749.9801
211.80373,764.82227
211.90373,768.6927
212.00374,750.02625
212.10374,751.75964
212.20375,753.0021
212.30376,754.3309
212.40376,753.6386
212.50377,753.40424
212.60378,754.40485
212.70378,755.07355
212.80379,756.6797
212.9038,755.95593
213.0038,774.5486
213.1038,773.0467
213.20381,770.5817
213.30382,749.5519
213.40382,751.0841
213.50383,751.8271
213.60384,752.3404
213.70384,754.4935
213.80385,754.61426
213.90385,753.6991
214.00386,747.0366
214.10387,750.5085
214.20387,751.7186
214.30388,769.05005
214.40388,767.93414
214.50389,759.5671
214.6039,740.88684
214.7039,742.2302
214.80391,744.26324
214.90392,742.3908
215.00392,747.46277
215.10393,744.65356
215.20393,742.49835
215.30394,741.77545
215.40395,739.28174
215.50395,746.68445
215.60396,762.21515
215.70396,755.4016
215.80397,737.4574
215.90398,738.18054
216.00398,738.6019
216.10399,740.0528
216.204,737.5589
216.304,736.83887
216.404,740.55945
216.50401,741.1151
216.60402,742.0788
216.70403,746.9704
216.80403,763.0835
216.90404,767.58875
217.00404,748.86975
217.10405,744.0851
217.20406,745.9442
217.30406,748.78766
217.40407,738.9017
217.50407,743.69006
217.60408,745.9427
217.70409,739.8782
217.8041,740.31476
217.9041,735.59503
218.0041,754.8912
218.10411,758.92883
218.20412,754.08435
218.30412,736.8443
218.40413,743.86487
218.50414,737.60297
218.60414,734.93915
218.70415,739.0438
218.80415,737.29376
218.90416,737.02454
219.00417,730.6465
219.10417,733.5912
219.20418,739.2529
219.30418,753.3891
219.40419,750.72534
219.5042,732.8728
219.6042,733.0836
219.70421,732.0241
219.80421,730.9175
219.90422,728.6684
220.00423,731.18945
220.10423,725.8724
220.20424,721.985
220.30424,725.5021
220.40425,725.8988
220.50426,743.93884
220.60426,740.965
220.70427,723.34076
220.80428,722.04065
220.90428,722.11957
221.00429,723.7755
221.1043,723.5063
221.2043,725.01526
221.3043,721.2236
221.40431,721.99695
221.50432,719.1575
221.60432,721.76184
221.70433,737.6429
221.80434,737.90027
221.90434,721.64294
222.00435,719.3148
222.10435,720.6976
222.20436,718.0062
222.30437,720.13165
222.40437,717.2128
222.50438,720.06946
222.60439,721.3171
222.70439,721.69617
222.8044,723.0276
222.9044,741.1878
223.00441,740.5276
223.10442,721.08307
223.20442,724.1865
223.30443,722.0505
223.40443,724.08813
223.50444,718.54895
223.60445,718.0092
223.70445,720.1954
223.80446,719.2455
223.90446,717.6495
224.00447,719.2125
224.10448,737.56555
224.20448,732.5241
224.30449,718.3053
224.4045,716.6045
224.5045,721.0375
224.6045,715.2459
224.70451,716.03906
224.80452,716.0177
224.90453,717.8755
225.00453,717.5794
225.10454,715.72375
225.20454,718.892
225.30455,733.4936
225.40456,727.90564
225.50456,711.8661
225.60457,714.8495
225.70457,708.9225
225.80458,710.8347
225.90459,709.65796
226.0046,710.11414
226.1046,708.99884
226.2046,710.1729
226.30461,709.2049
226.40462,716.71466
226.50462,728.67035
226.60463,721.01917
226.70464,709.6322
226.80464,703.5817
226.90465,704.1105
227.00465,703.4582
227.10466,703.6774
227.20467,700.4238
227.30467,699.73364
227.40468,698.44824
227.50468,699.8957
227.60469,701.99146
227.7047,716.8141
227.8047,703.4402
227.90471,705.4129
228.00471,703.8235
228.10472,705.45056
228.20473,708.0017
228.30473,708.861
228.40474,709.0547
228.50475,709.81934
228.60475,716.432
228.70476,714.82367
228.80476,731.546
228.90477,729.53485
229.00478,710.9578
229.10478,712.6549
229.20479,710.2347
229.3048,710.3728
229.4048,708.817
229.5048,711.8917
229.60481,708.84344
229.70482,707.59796
229.80482,705.16174
229.90483,701.616
230.00484,721.4042
230.10484,715.3731
230.20485,702.298
230.30486,701.38855
230.40486,703.5261
230.50487,698.2094
230.60487,699.6068
230.70488,699.8217
230.80489,702.9469
230.90489,703.7973
231.0049,701.8043
231.1049,706.92773
231.20491,718.75415
231.30492,717.73584
231.40492,702.63715
231.50493,700.0912
231.60493,701.7586
231.70494,702.2182
231.80495,700.5123
231.90495,701.6033
232.00496,700.8082
232.10497,693.8413
232.20497,700.4732
232.30498,700.8434
232.40498,717.1288
232.50499,704.4293
232.605,700.6437
232.705,700.7529
232.80501,701.9159
232.90501,701.93695
233.00502,701.01855
233.10503,706.95056
233.20503,700.38196
233.30504,700.63776
233.40504,695.7655
233.50505,714.131
233.60506,713.40027
233.70506,697.359
233.80507,696.3736
233.90508,695.56335
234.00508,696.80676
234.10509,694.0504
234.2051,697.1366
234.3051,697.62244
234.4051,698.4543
234.50511,695.46295
234.60512,702.2301
234.70512,718.1465
234.80513,715.16223
234.90514,699.71594
235.00514,699.25696
235.10515,703.3776
235.20515,703.09686
235.30516,703.10724
235.40517,704.04016
235.50517,704.4139
235.60518,698.2686
235.70518,700.9857
235.80519,703.7416
235.9052,719.62195
236.0052,703.80835
236.10521,702.1054
236.20522,699.3682
236.30522,698.36725
236.40523,698.76886
236.50523,697.2783
236.60524,696.66614
236.70525,691.91455
236.80525,696.9848
236.90526,696.13727
237.00526,712.29456
237.10527,708.8107
237.20528,695.4182
237.30528,695.398
237.40529,697.0187
237.5053,699.96606
237.6053,701.90704
237.7053,702.88196
237.80531,696.1234
237.90532,700.0666
238.00533,699.91174
238.10533,699.80695
238.20534,714.5087
238.30534,698.0875
238.40535,698.69666
238.50536,696.30084
238.60536,696.2496
238.70537,696.66046
238.80537,699.31226
238.90538,693.68866
239.00539,697.88086
239.1054,703.0128
239.2054,701.4989
239.3054,718.0926
239.40541,715.94446
239.50542,702.0781
239.60542,703.6962
239.70543,704.8735
239.80544,706.3417
239.90544,707.21893
240.00545,704.46594
240.10545,705.25977
240.20546,710.2135
240.30547,713.08527
240.40547,714.5119
240.50548,732.02673
240.60548,733.34595
240.70549,717.18634
240.8055,717.4904
240.9055,720.6754
241.00551,722.92834
241.10551,720.2819
241.20552,715.27966
241.30553,720.1581
241.40553,720.4363
241.50554,722.0644
241.60555,721.33344
241.70555,736.88153
241.80556,738.1349
241.90556,719.53534
242.00557,719.1674
242.10558,724.2287
242.20558,723.59894
242.30559,720.01355
242.4056,724.669
242.5056,721.5335
242.6056,719.46545
242.70561,721.68274
242.80562,720.8737
242.90562,738.5524
243.00563,739.4428
243.10564,718.41125
243.20564,720.46185
243.30565,719.46155
243.40565,711.4982
243.50566,716.65546
243.60567,718.8544
243.70567,717.0595
243.80568,714.26575
243.90569,715.31146
244.00569,711.0919
244.1057,727.4083
244.2057,726.2652
244.30571,709.1225
244.40572,711.5863
244.50572,707.8231
244.60573,711.1205
244.70573,708.86456
244.80574,713.27094
244.90575,710.4962
245.00575,711.8315
245.10576,713.3709
245.20576,717.6304
245.30577,734.32654
245.40578,730.81604
245.50578,716.14435
245.60579,710.98895
245.7058,712.3335
245.8058,714.4049
245.9058,719.04254
246.00581,719.6951
246.10582,722.02527
246.20583,722.3292
246.30583,721.88806
246.40584,729.8553
246.50584,745.8644
246.60585,744.93207
246.70586,730.67444
246.80586,727.39545
246.90587,728.45074
247.00587,731.2519
247.10588,730.45905
247.20589,732.1968
247.3059,732.12646
247.4059,729.9208
247.5059,730.9735
247.60591,734.55865
247.70592,752.195
247.80592,750.44604
247.90593,732.8235
248.00594,730.66
248.10594,730.2838
248.20595,730.2258
248.30595,733.2174
248.40596,734.2124
248.50597,732.2501
248.60597,733.1821
248.70598,732.4547
248.80598,737.8492
248.90599,754.01825
249.006,753.66614
249.106,736.6842
249.20601,735.09344
249.30602,736.26996
249.40602,734.089
249.50603,736.2643
249.60603,737.1261
249.70604,740.1123
249.80605,734.0849
249.90605,737.504
250.00606,740.69617
250.10606,760.1616
250.20607,757.8336
250.30608,756.9981
250.40608,743.7639
250.50609,746.2125
250.6061,747.7218
250.7061,746.354
250.8061,750.853
250.90611,748.23444
251.00612,746.38873
251.10612,747.4746
251.20613,753.38806
251.30614,756.2035
251.40614,770.04785
251.50615,770.1525
251.60616,751.73615
251.70616,752.30304
251.80617,752.33844
251.90617,753.25085
252.00618,755.9447
252.10619,754.5394
252.20619,750.9374
252.3062,750.82336
252.4062,752.9074
252.50621,750.97095
252.60622,767.2687
252.70622,772.60626
252.80623,769.43567
252.90623,752.514
253.00624,754.89825
253.10625,754.9944
253.20625,759.1379
253.30626,756.37146
253.40627,755.6696
253.50627,756.9701
253.60628,757.7025
253.70628,752.71027
253.80629,758.8558
253.9063,777.0592
254.0063,773.19006
254.10631,754.4972
254.20631,753.70605
254.30632,754.2103
254.40633,754.95874
254.50633,756.66986
254.60634,759.715
254.70634,760.3734
254.80635,757.09265
254.90636,753.31946
255.00636,758.42084
255.10637,776.3218
255.20638,774.909
255.30638,775.34143
255.40639,759.0161
255.5064,756.11615
255.6064,754.6953
255.7064,757.24115
255.80641,758.9787
255.90642,761.9585
256.0064,759.77594
256.1064,757.9857
256.20642,764.9391
256.30643,763.77893
256.40643,783.30273
256.50644,784.34015
256.60645,781.7882
256.70645,763.4542
256.80646,763.72485
256.90646,763.7728
257.00647,764.2482
257.10648,767.8605
257.20648,762.17456
257.3065,761.72595
257.4065,766.7313
257.5065,767.6051
257.6065,770.5631
257.7065,787.8079
257.80652,790.0153
257.90652,771.90173
258.00653,773.12555
258.10654,772.58575
258.20654,773.2138
258.30655,776.1992
258.40656,770.7545
258.50656,770.0624
258.60657,770.18005
258.70657,771.05273
258.80658,771.8763
258.9066,791.7328
259.0066,789.1176
259.1066,791.35486
259.2066,772.67365
259.3066,770.4723
259.40662,770.11804
259.50662,773.53394
259.60663,773.7267
259.70663,772.18896
259.80664,773.4596
259.90665,775.4472
260.00665,780.6344
260.10666,776.63464
260.20667,800.963
260.30667,806.02924
260.40668,807.6068
260.50668,787.29315
260.6067,790.7955
260.7067,793.9393
260.8067,791.4493
260.9067,789.7198
261.0067,791.7188
261.10672,795.00934
261.20673,790.76373
261.30673,786.98376
261.40674,787.09985
261.50674,807.08405
261.60675,807.1248
261.70676,806.4694
261.80676,788.50415
261.90677,785.766
262.00677,779.4957
262.10678,776.65
262.2068,779.8907
262.3068,780.3641
262.4068,781.3575
262.5068,780.47473
262.6068,772.76886
262.70682,774.911
262.80682,793.33746
262.90683,797.36566
263.00684,797.07825
263.10684,780.9869
263.20685,779.17236
263.30685,777.0128
263.40686,778.33746
263.50687,778.8934
263.60687,783.558
263.70688,780.91846
263.8069,781.2925
263.9069,778.91223
264.0069,781.23334
264.1069,802.17
264.2069,799.9806
264.30692,803.85297
264.40692,782.4661
264.50693,780.4604
264.60693,782.9944
264.70694,780.8268
264.80695,780.21826
264.90695,781.70825
265.00696,779.72986
265.10696,772.6717
265.20697,778.0994
265.30698,779.4454
265.40698,799.58704
265.507,801.2815
265.607,799.2941
265.707,793.3745
265.807,777.142
265.907,778.41895
266.00702,779.12585
266.10703,783.9698
266.20703,780.6259
266.30704,779.3704
266.40704,777.0268
266.50705,775.4625
266.60706,774.94116
266.70706,783.3055
266.80707,799.3953
266.90707,795.6996
267.00708,779.01624
267.1071,779.4787
267.2071,776.4688
267.3071,776.86554
267.4071,778.0653
267.5071,778.3082
267.60712,776.0258
267.70712,778.2516
267.80713,777.41266
267.90714,777.04846
268.00714,794.8293
268.10715,792.198
268.20715,797.23834
268.30716,777.2961
268.40717,777.88025
268.50717,776.2465
268.60718,779.878
268.70718,775.5985
268.8072,775.37103
268.9072,775.0043
269.0072,776.6854
269.1072,779.7267
269.2072,774.9434
269.30722,790.8551
269.40723,793.59973
269.50723,795.8252
269.60724,776.5322
269.70724,776.9767
269.80725,775.87085
269.90726,779.2574
270.00726,778.441
270.10727,775.65076
270.20728,777.848
270.30728,780.4784
270.4073,776.87335
270.5073,775.9209
270.6073,791.04395
270.7073,794.3767
270.8073,795.4134
270.90732,775.05945
271.00732,773.07227
271.10733,773.8171
271.20734,772.56464
271.30734,773.2972
271.40735,772.42365
271.50735,771.52997
271.60736,771.3424
271.70737,767.70654
271.80737,765.03235
271.90738,785.5342
272.0074,786.8372
272.1074,786.5145
272.2074,767.15906
272.3074,767.6571
272.4074,766.4912
272.50742,759.74335
272.60742,773.13666
272.70743,775.0943
272.80743,777.78107
272.90744,776.5444
273.00745,770.34344
273.10745,774.51514
273.20746,791.74615
273.30746,790.22626
273.40747,790.734
273.50748,779.78723
273.60748,771.5498
273.7075,769.6107
273.8075,767.9717
273.9075,768.4049
274.0075,772.05347
274.1075,768.7153
274.20752,766.4594
274.30753,771.2788
274.40753,771.0884
274.50754,790.9027
274.60754,788.4659
274.70755,789.51526
274.80756,768.03516
274.90756,772.70734
275.00757,772.98083
275.10757,776.12427
275.20758,779.9053
275.3076,777.11017
275.4076,775.714
275.5076,778.5165
275.6076,779.0976
275.7076,779.1546
275.80762,802.83124
275.90762,798.94324
276.00763,794.57806
276.10764,774.61285
276.20764,775.9872
276.30765,776.806
276.40765,778.7825
276.50766,776.13995
276.60767,773.2987
276.70767,776.4623
276.80768,775.7352
276.90768,775.94824
277.0077,781.59045
277.1077,802.00024
277.2077,800.2313
277.3077,792.4585
277.4077,775.52374
277.50772,775.7488
277.60773,778.0215
277.70773,775.697
277.80774,773.8551
277.90775,775.0639
278.00775,775.36115
278.10776,772.745
278.20776,774.6102
278.30777,779.50867
278.40778,790.48236
278.50778,797.837
278.6078,794.1526
278.7078,775.76886
278.8078,778.6581
278.9078,777.9835
279.0078,776.1539
279.10782,781.9856
279.20782,783.0343
279.30783,785.00433
279.40784,792.6162
279.50784,785.19073
279.60785,787.8595
279.70786,807.84094
279.80786,808.46313
279.90787,802.51404
280.00787,786.91974
280.10788,780.92334
280.2079,778.6339
280.3079,782.528
280.4079,780.5677
280.5079,781.6637
280.6079,782.6856
280.70792,780.65656
280.80792,780.6305
280.90793,779.1891
281.00793,802.834
